id,birth_year,death_year,name
13695,1812,1855,"Bloss, C. A. (Celestia Angenette)"
13696,1672,1750,"Muratori, Lodovico Antonio"
13697,,,"Bowker, James"
13698,,,"Sears, Roebuck and Company"
13699,1883,,"Watson, Nowell Lake"
13700,1820,1889,"Alberdingk Thijm, J. A. (Josephus Albertus)"
13701,1834,1919,"Herbert, Hilary A. (Hilary Abner)"
13702,,,"Hazen, Edward"
13703,1869,1911,"Pollard, Percival"
13704,1757,1809,"Laurence, French"
13705,1751,1793,"Tickell, Richard"
13706,1755,1803,"Richardson, Joseph"
13707,1753,1815,"Ellis, George"
13708,1845,1921,"Watson, Robert A. (Robert Alexander)"
13709,,,"Chipman, William P. (William Pendleton)"
13710,,,"Cooley, Arnold James"
13711,1832,1888,"Tuson, Richard Vine"
13712,1806,1890,"Ledderhose, Karl Friedrich"
13713,,,"Amsterdam, Willem van"
13714,1863,1920,"Hawley, W. A. (Walter Augustus)"
13715,1760,1842,"Heeren, A. H. L. (Arnold Hermann Ludwig)"
13716,,,"Dresser, Christopher"
13717,1874,1959,"Guyer, Michael F. (Michael Frederic)"
13718,,,Consolation Club
13719,1880,1951,"O'Connor, Daniel"
13720,,,"Francis, Francis"
13721,,,"Watson, Herbert"
13722,,,"Urquhart, Lewis K."
13723,,,"Goedel, Gustav"
13724,1869,1934,"Floericke, Kurt"
13725,,1936,"Tweedale, Violet"
13726,1859,1937,"Hadow, W. H. (William Henry)"
13727,1828,,"Sauzade, John S."
13728,1901,,"Hoyer, Mary"
13729,1870,1947,"Gsell, Paul"
13730,1853,1921,"Benton, Frank"
13731,1841,1926,"Brigham, William Tufts"
13732,1861,1920,"Guiney, Louise Imogen"
13733,1883,1917,"Hulme, T. E. (Thomas Ernest)"
13734,1826,1906,"Rainy, Robert"
13735,,,"Shearer, Herbert A."
13736,1871,1926,"Sherman, Francis"
13737,,,"Warner, Frank A."
13738,1723,1796,"Chambers, William, Sir"
13739,1836,1896,"Frazar, Douglas"
13740,1830,1913,"Morgan, Godfrey Charles"
13741,1876,1923,"Rosen, Erwin"
13742,,,"Belknap, Helen Olive"
13743,1822,1906,"Brooks, Sarah Warner"
13744,,,E.P. Dutton (Firm)
13745,,,"Griffith, Farran, Okeden & Welsh"
13746,1865,1942,"Ayres, S. G. (Samuel Gardiner)"
13747,1862,,"Feindel, E. (Eugène)"
13748,1866,1940,"Meige, Henry"
13749,1822,1903,"Hamilton, Schuyler"
13750,1876,1970,"Wegelin, Oscar"
13751,1870,1939,"Gerry, Margarita Spalding"
13752,,,"Tanner, Thomas Hawkes"
13753,,,"Tyack, Geo. S. (George Smith)"
13754,1854,1915,"French, Harry W. (Harry Willard)"
13755,1840,,"Burton, Henry"
13756,1820,1901,"McDonald, W. (William)"
13757,1858,1944,"Stevenson, Edward Luther"
13758,,,E.I. du Pont de Nemours & Company
13759,1865,1928,"Lajpat Rai, Lala"
13760,,1903,"Cook, Emily Constance Baird"
13761,1772,1858,"Saint-Victor, J. B. de (Jacques-Benjamin)"
13762,1860,,"Blumenthal, Daniel"
13763,1853,,"Chapuis, Félix"
13764,1858,1925,"Beddard, Frank E. (Frank Evers)"
13765,,,"Saurusaitis, Peter"
13766,,,Courtois-Gérard
13767,1832,1907,"Croal, Thomas Allan"
13768,1853,1927,"Maxim, Hudson"
13769,1788,1877,"Kenrick, John"
13770,,,"Clark, Gordon"
13771,1817,1894,"Layard, Austen Henry"
13772,,,"Devereux, Blanche"
13773,1871,1952,"Calman, W. T. (William Thomas)"
13774,1841,1916,"Castle, Henry A. (Henry Anson)"
13775,1826,1893,"Cox, Samuel"
13776,1555,1648,"Sánchez de Aguilar, Pedro"
13777,1832,1912,"García Cubas, Antonio"
13778,1517,1587,"Hernández, Francisco"
13779,1796,1872,"Mendez, Santiago"
13780,1813,1893,"Rae, John"
13781,1880,1934,"Bely, Andrey"
13782,,,"Palmer, Frederick Danby"
13783,1870,1934,"Marbourg, Dolores"
13784,1858,1919,"Ford, Ernest"
13785,1814,1906,"Knight, Helen C. (Helen Cross)"
13786,1724,1804,"Gilpin, William"
13787,,,"Espinosa, Ramón J."
13788,1862,1947,"Cole, Sophie"
13789,1817,1889,"Hardwick, Charles"
13790,1844,1924,"Bridge, Frederick"
13791,,1916,"Corkran, Alice"
13792,1873,1923,"Binns, Henry Bryan"
13793,1872,1933,"Konody, Paul G. (Paul George)"
13794,1845,1937,"Maxwell, Herbert, Sir"
13795,,,"Aguado, Pedro de, active 16th century"
13796,,,"Foster, Thomas, of Washington, D.C."
13797,1802,1872,"Capefigue, M. (Jean Baptiste Honoré Raymond)"
13798,,,Iowa Press and Authors' Club
13799,1828,1888,"Dietzgen, Joseph"
13800,,,Boone and Crockett Club
13801,1823,1894,"Paterson, James"
13802,1866,1939,"Patton, Carl S. (Carl Safford)"
13803,1833,1914,"Newbigging, Thomas"
13804,1873,1948,"Hunter, George W. (George William)"
13805,1866,1927,"Gallizier, Nathan"
13806,,,"Browne, Abdullah"
13807,1890,1953,"Clark, Barrett H. (Barrett Harper)"
13808,,,"Cambron, James W."
13809,,,"Hulse, David C."
13810,1785,1851,"Audubon, John James"
13811,,,"Scotus, Johannes"
13812,1837,1920,"Beale, Sophia"
13813,1826,1860,"Passos, A. A. Soares de (Antonio Augusto Soares)"
13814,1888,1950,"Wood, Clement"
13815,1826,1912,"Russell, A. P. (Addison Peale)"
13816,1868,1937,"Rothschild, Lionel Walter Rothschild, Baron"
13817,1874,1913,"Ellis, Beth"
13818,1856,1932,"Berthold, Victor Maximilian"
13819,,,"Pyke, William T. (William Thomas)"
13820,,,"Wallace, Ellen"
13821,1749,1829,"Carter, Harry"
13822,1885,1956,"White, Samuel Alexander"
13823,1836,1925,"Henshall, James A. (James Alexander)"
13824,1861,1915,"Pike, Warburton"
13825,1788,1826,"Mills, Charles"
13826,1866,1940,"Turbayne, A. A. (Albert Angus)"
13827,,,Carlton Studio
13828,1893,1953,"Wormser, G. Ranger (Gwendolyn Ranger)"
13829,,1943,"Spink, Henry"
13830,1801,1875,"Timbs, John"
13831,1833,1910,"Hale, Susan"
13832,1880,1962,"Fairchild, Marian"
13833,1869,1954,"Fairchild, David"
13834,,,"Daughters of the American Revolution. Pittsburgh Chapter (Pittsburgh, Pa.)"
13835,1903,1962,"Striker, Fran"
13836,1866,1916,"Malonyay, Dezső"
13837,,,"Smith, C. E."
13838,1747,1776,"Fithian, Philip Vickers"
13839,1838,1910,"Tyler, William N. (William Nelson)"
13840,1818,1890,"Van Slyke, D. O. (David Oyer)"
13841,1757,1822,"Bechstein, Johann Matthäus"
13842,1857,1919,"Cook, Edward Tyas, Sir"
13843,1865,1963,"Johnson, William Hallock"
13844,1870,1948,"Hirst, W. A. (William Alfred)"
13845,,,"Hemstreet, Marie Mumford Meinell"
13846,,,"Wolff, John U."
13847,1779,1861,"Campbell, John Campbell, Baron"
13848,1860,1925,"Le Roux, Hugues"
13849,,,"Ballard, Robert"
13850,,,"Bellamy, Thomas, of Guernsey"
13851,1748,1822,"Berthollet, Claude-Louis"
13852,1742,1811,"Velloso, José Mariano da Conceição"
13853,1739,1780,"Thiéry de Menonville, Nicolas-Joseph"
13854,1851,1929,"Öhrvall, Hjalmar"
13855,1803,1874,"Quinet, Edgar"
13856,1866,1954,"Bent, Arthur Cleveland"
13857,,1722,"Quincy, John"
13858,1629,1688,"Hodges, Nathaniel"
13859,1848,1932,"Holland, W. J. (William Jacob)"
13860,1919,,"Krutzsch, Philip H. (Philip Henry)"
13861,,,"Phillips, Carleton J."
13862,1865,,"Farquhar, Franklin Smith"
13863,,,Religious Tract Society (Great Britain)
13864,1848,1909,"Bidwell, Shelford"
13865,,,"Etten, Gerard Van"
13866,1854,,"Higgs, Mary"
13867,1824,1908,"Ruffner, William Henry"
13868,1784,1862,"Schefer, Leopold"
13869,1847,1910,"Vrokines, Laurentios S."
13870,1880,1946,"Pollock, Channing"
13871,,,"Holdsworth, Mary"
13872,1829,1873,"Limburg Brouwer, P. A. S. van (Petrus Abraham Samuel)"
13873,,,"Elfer, William André"
13874,1789,1881,"Panache, Madame"
13875,,,"Mayer, J. E."
13876,1832,1913,"Vámbéry, Ármin"
13877,1890,1945,"Werfel, Franz"
13878,1872,1940,"Smith, Harlan Ingersoll"
13879,,,"Smith, Laurence Yard"
13880,1871,,"Tower, Willis E. (Willis Eugene)"
13881,1861,1937,"Turton, Charles M. (Charles Mark)"
13882,1861,1926,"Smith, Charles H. (Charles Henry)"
13883,1880,1964,"Cope, Thomas D. (Thomas Darlington)"
13884,1840,,"Page, C. E. (Charles Edward)"
13885,1890,1940,"Hasenclever, Walter"
13886,1861,1928,"Cole, Harry Ellsworth"
13887,1869,1934,"Newbigin, Marion I. (Marion Isabel)"
13888,,1779,"Kenrick, W. (William)"
13889,1816,1884,"Buckman, James"
13890,1837,1913,"Thureau-Dangin, Paul"
13891,1804,1873,"Beauchesne, A. de (Alcide)"
13892,,,"Seymour, Alfred"
13893,1883,,"Sharber, Kate Trimble"
13894,1811,1832,"Galois, Évariste"
13895,1795,1864,"Bellett, J. G. (John Gifford)"
13896,1885,1948,"Ball-Hennings, Emmy"
13897,,,"De Hurst, C."
13898,1892,1971,"Ehrenstein, Carl"
13899,,,"Bowen, Benjamin Franklin"
13900,1843,1911,"Dilke, Charles Wentworth, Sir"
13901,1825,1902,"Irby, Richard"
13902,1837,1916,"Kellogg, J. J. (John Jackson)"
13903,,,"Mitchell, C. L. (Charles L.)"
13904,1855,1920,"Bennett, W. H. (William Henry)"
13905,1837,1921,"Baily, H. Lavinia, (Hannah Lavinia)"
13906,1791,1859,"Olmsted, Denison"
13907,,,"Jeffery, Reginald W. (Reginald Welbury)"
13908,,,"Egerton-Warburton, Geoffrey"
13909,,,"Eyerman, John"
13910,,,"Crawford, Albert Cornelius"
13911,1854,1936,"Chertkov, V. G. (Vladimir Grigorevich)"
13912,1818,1865,"Semmelweis, Ignác Fülöp"
13913,,,"Dane, Clemence"
13914,1856,1908,"Timmins, H. Thornhill (Henry Thornhill)"
13915,1857,1931,"Lethaby, W. R. (William Richard)"
13916,1832,1881,"Durand, l'Abbé (Durand, Édouard-Joseph)"
13917,1936,1999,"Knerr, M. E. (Michael E.)"
13918,1869,1944,"Rihbany, Abraham Mitrie"
13919,,,"Récy, Georges de"
13920,1871,,"Laidlaw, George Frederick"
13921,1836,1905,"Monro, D. B. (David Binning)"
13922,1799,1882,"Dubourg, George"
13923,1850,1915,"Bauditz, Sophus"
13924,1882,1960,"Gibbons, Helen Davenport"
13925,1883,,"Williams, Orlo"
13926,1850,1911,"Bull, Sara Chapman Thorp"
13927,1885,1921,"Boldt, Paul"
13928,1804,1882,"Uccellini, Primo"
13929,1885,1953,"Viertel, Berthold"
13930,1856,1919,"Cain, Georges"
13931,1828,1888,"Bellew, Frank"
13932,1637,1707,"Brunsmand, Johan"
13933,,,"Holland, Alfred"
13934,1879,1951,"Kellermann, Bernhard"
13935,1868,1929,"Brezina, Otokar"
13936,1872,1956,"Thom, Charles"
13937,1888,,"Fisk, W. W. (Walter Warner)"
13938,1879,,"Trevelyan, Janet Penrose"
13939,,,"Cleland, Robert"
13940,1725,1805,"Wessely, Naphtali Herz"
13941,,,"Morpurgo, Elia"
13942,1859,,"Reichhardt, Rudolf"
13943,1816,1898,"Levi, David"
13944,1868,1946,"Donat, Josef"
13945,1884,1952,"Frankau, Gilbert"
13946,1835,1913,"Alcock, Deborah"
13947,,,"Solger, H."
13948,1887,1959,"Dávalos, Juan Carlos"
13949,1894,1962,"Hall, Ansel F. (Ansel Franklin)"
13950,,1917,"Lindsay, B."
13951,1853,1932,"Malatesta, Errico"
13952,,,"Codman, Ogden"
13953,1867,1943,"Beach, Edward L. (Edward Latimer)"
13954,1870,1960,"Lewis, William Dodge"
13955,1882,,"Rowland, Albert Lindsay"
13956,1885,1973,"Gehres, Ethel Maltby"
13957,1880,,"Bowman, Florence L."
13958,1875,,"Martyn, Wyndham"
13959,,,"Fabre, Euryale"
13960,1895,1956,"Arlen, Michael"
13961,1883,,"Stecher, Gilbert Erwin"
13962,1879,1954,"Garrett, Erwin Clarkson"
13963,,,"Anderson, David Allen"
13964,1879,1952,"Riggs, Arthur Stanley"
13965,1818,1882,"Engel, Carl"
13966,1805,1900,"Martineau, James"
13967,,,"Marshall, Hester"
13968,1841,1913,"Marshall, Herbert, R. W. S."
13969,1855,1934,"Wolzogen, Ernst von"
13970,1853,1890,"Gogh, Vincent van"
13971,1852,1927,"Burnside, William"
13972,1812,1894,"Curtis, George Ticknor"
13973,1798,1869,"Grey, Mrs. (Elizabeth Caroline)"
13974,1857,1934,"Binns, Charles Fergus"
13975,,,"Patterson, Mabel"
13976,,,"Tower, Anna E."
13977,1883,,"Porter, Rebecca N. (Rebecca Newman)"
13978,1790,1862,"Prichard, T. J. Llewelyn (Thomas Jeffery Llewelyn)"
13979,,,"Avilés, José María"
13980,1871,,"Milne, John Stewart"
13981,1802,1875,"Wentworth, Tappan"
13982,1802,1887,"Hopkins, Mark"
13983,1852,1894,"Stevens, Augusta de Grasse"
13984,,,"Mortimore, D."
13985,,,"Tayler, James"
13986,1857,1931,"Eckenstein, Lina"
13987,1855,1921,"Atwater, John Birdseye"
13988,1857,1946,"Machray, Robert"
13989,1861,1911,"Loomis, Charles Battell"
13990,1828,1898,"Sifferath, Nicholas Louis"
13991,1820,1868,"Lang, T. B. (Thomas Bamford)"
13992,1882,1959,"Buckley, E. F. (Elsie Finnimore)"
13993,1838,1933,"Byers, S. H. M. (Samuel Hawkins Marshall)"
13994,1852,1934,"Anninos, Bampes"
13995,1814,1890,"Underhill, A. Leah (Ann Leah)"
13996,,,"Coulthard, H. R."
13997,1858,1917,"Durkheim, Émile"
13998,,,"Steinhofer, Károly"
13999,1856,1938,"Hooker, William Francis"
14000,1819,1876,"Wynter, Andrew"
14001,,,United States. Congress
14002,1875,1933,"Hess, Alfred F."
14003,,,"Bennett, Rolf"
14004,,,Massachusetts. General Court. Committee on Railways and Canals
14005,1837,1914,"Rosny, Léon de"
14006,1841,1932,"Ludlow, James M. (James Meeker)"
14007,1759,1838,"Jamieson, John"
14008,1816,1893,"Ross, Frederick"
14009,1877,1940,"Cox, Florence Tinsley"
14010,1838,1908,"Poli, Oscar de (Philippe François Joseph)"
14011,1847,1922,"Roberts, James A. (James Arthur)"
14012,,,"Wellcome, M. D., Mrs."
14013,,,Whittaker & Co.
14014,1888,1968,"Kahn, Fritz"
14015,,,"Holme, Constance"
14016,,,"Carteret, John Dunloe"
14017,1859,1912,"Johnston, Harold Whetstone"
14018,,,"Wharton, Marian"
14019,1888,1947,"Scheff, Werner"
14020,1840,1900,"Davidson, Thomas"
14021,1773,1861,"Forbes, James"
14022,,,"Wrenn, Tony P."
14023,,,"Watrous, Edwin Alfred"
14024,1872,,"Matull, Kurt"
14025,,,"Karn, Esther Nelson"
14026,1857,1938,"Allen, George Hoyt"
14027,,,"Eccott, W. J."
14028,1817,1875,"Tolstoy, Aleksey Konstantinovich, graf"
14029,1876,1955,"Mason, Arthur"
14030,,,"Richards, Alice Lewis"
14031,1667,1728,"Zwaardecroon, Hendrick"
14032,1818,1904,"Grindon, Leo H. (Leo Hartley)"
14033,,,"Somadeva Bhatta, active 11th century"
14034,1818,1895,"Cundall, Joseph"
14035,1861,1915,"Conant, Charles A. (Charles Arthur)"
14036,1861,1931,"Macnamara, T. J. (Thomas James)"
14037,,1934,"Montrésor, F. F. (Frances Frederica)"
14038,1860,,"Pérez Zúñiga, Juan"
14039,1854,1925,"Thomas, Edith Matilda"
14040,,,"Probst, Ferdinand"
14041,1837,1914,"Benjamin, S. G. W. (Samuel Greene Wheeler)"
14042,1845,1929,"Smith, Philip Vernon"
14043,1817,1878,"Holland, E. G. (Elihu Goodwin)"
14044,,,United States. Congress. Senate. Committee on Patents
14045,1873,1950,"Myddleton, W. H. (William Henry)"
14046,1843,1914,"Lindsay, Thomas M. (Thomas Martin)"
14047,1826,1884,"Radcliffe, John Netten"
14048,,,"Lambley, K. Rebillon (Kathleen Rebillon)"
14049,1841,1929,"Clemenceau, Georges"
14050,1834,1927,"Ireland, Mary E. (Mary Eliza)"
14051,,,"Armitage, Robert B."
14052,1871,,"White, William Frank"
14053,1588,1672,"La Mothe Le Vayer, François de"
14054,1863,1930,"Szemere, György"
14055,,,"Schreiner, George Abel"
14056,,,"Ashdown, Charles Henry"
14057,1884,1943,"Hausmann, Bernhard"
14058,,,"May, Florence"
14059,1866,1951,"Altamira, Rafael"
14060,1880,1941,"Chapman, Charles E. (Charles Edward)"
14061,1901,1995,"Bailey, Bernadine"
14062,1856,1908,"Vielé, Herman Knickerbocker"
14063,,,"Richards, Robin"
14064,,,"Martin, Stuart, Military Historian"
14065,,,Canadian War Records Office
14066,1804,1860,"Rigby, Edward"
14067,,1951,"Malham-Dembleby, John"
14068,1862,,"White, Alma"
14069,,,"Anderson, Ellen L."
14070,,,"Cowper, E. E. (Edith Elise)"
14071,1905,1998,"Garis, Cleo F."
14072,1887,1938,"Karinthy, Frigyes"
14073,,,"Macdonald, William"
14074,1800,1879,"Henry, H. A. (Henry Abraham)"
14075,1842,1926,"Winks, W. E. (William Edward)"
14076,,1925,"Karr, Elizabeth"
14077,1883,1941,"Babits, Mihály"
14078,1825,1890,"Hibberd, Shirley"
14079,1742,1825,"Chalmers, George"
14080,1817,1911,"Bigelow, John"
14081,1867,,"Libby, Walter"
14082,1837,1911,"Kipling, John Lockwood"
14083,,1869,"Piper, John J."
14084,1825,1893,"Harrison, Carter H. (Carter Henry)"
14085,1876,1948,"Anderson, Isabel"
14086,1841,1886,"Scherer, Wilhelm"
14087,1884,1935,"Kádár, Lehel"
14088,,,"Eastman, Rebecca Hooper"
14089,,,"Portor, Laura Spencer"
14090,1881,,"Ganoe, William Addleman"
14091,,1915,"Mackubin, Ellen"
14092,,,"Carman, Kathleen"
14093,1878,1962,"Mirrielees, Edith Ronald"
14094,,,"Pratt, Lucy"
14095,,,"Morlae, Edward"
14096,1885,1938,"Husband, Joseph"
14097,,,"Kemper, S. H."
14098,,,"Huffaker, Lucy"
14099,1879,1958,"Singmaster, Elsie"
14100,1859,1944,"Townsend, Charles Haskins"
14101,1873,1931,"Dunning, James Edmund"
14102,,,"Krysto, Christina"
14103,1820,1907,"Russell, William Howard, Sir"
14104,1830,,"Scott, Charles Augustus"
14105,,,Swan Sonnenschein & Co.
14106,1842,1933,"Custer, Elizabeth Bacon"
14107,1795,1861,"Aspinall, James"
14108,1875,1933,"Gilson, Roy Rolfe"
14109,1872,1945,"Dominik, Hans"
14110,,1831,"Baillie, Marianne"
14111,1885,1936,"Kosztolányi, Dezső"
14112,1856,1915,"Ivoi, Paul d'"
14113,,,"Ball, Charles"
14114,1837,1915,"De Saussure, N. B. (Nancy Bostick)"
14115,,,"Hamel, Frank"
14116,1824,1911,"Alexander, William"
14117,1829,,"Nourse, Charles Clinton"
14118,1848,1934,"Corra, Emile"
14119,1854,1942,"Wellman, Francis L. (Francis Lewis)"
14120,,,Museum of History and Technology (U.S.)
14121,1842,1925,"Puddefoot, William George"
14122,1875,1914,"Tombo, Rudolf"
14123,1790,1847,"Everett, Alexander Hill"
14124,1850,1936,"Creighton, Louise"
14125,1887,,"Fox, Edward Lyell"
14126,1861,1917,"Kinne, Helen"
14127,1874,,"Cooley, Anna M. (Anna Maria)"
14128,,,Anti-slavery Convention of American Women
14129,1877,,"Casteel, Dana Brackenridge"
14130,1883,1947,"Barton, Roy Franklin"
14131,1838,1921,"Gibson, John Monro"
14132,1832,1902,"Wilson, Thomas"
14133,1759,1852,"Bertini, Giuseppe"
14134,,,"Stone, A."
14135,,,"Gillis, Charles J."
14136,,,"Vinycomb, John"
14137,1882,1948,"Répide, Pedro de"
14138,1877,1943,"León, Ricardo"
14139,1860,1908,"Nogales, José"
14140,1862,1917,"Dicenta, Joaquín"
14141,1863,1913,"Reyes, Arturo"
14142,1867,1916,"Darío, Rubén"
14143,1875,1946,"Mata, Pedro"
14144,,,"Anderson, Andrew A."
14145,,,"Nesbit, Hume"
14146,1848,1914,"Grundy, Sydney"
14147,1812,1864,"Holbrook, James"
14148,1843,1905,"Wharton, W. J. L. (William James Lloyd)"
14149,,,"Teetgen, Alexander"
14150,1886,1958,"Wallace, Frederick William"
14151,1822,1884,"Mendel, Gregor"
14152,1805,1871,"Robert-Houdin, Jean-Eugène"
14153,1794,1872,"Merle d'Aubigné, J. H. (Jean Henri)"
14154,1834,,"Pilling, William"
14155,1781,1846,"Bucke, Charles"
14156,,,United States. Constitutional Convention (1787)
14157,1866,1966,"Sanborn, Alvan F. (Alvan Francis)"
14158,1853,1913,"Blumentritt, Ferdinand"
14159,1817,1882,"Duprè, Giovanni"
14160,1848,1929,"Miles, Alfred H. (Alfred Henry)"
14161,1814,1902,"Burnham, Geo. P. (George Pickering)"
14162,1840,1901,"Monkhouse, W. Cosmo (William Cosmo)"
14163,1845,1921,"Horsley, J. W. (John William)"
14164,,,"Nevinson, Margaret Wynne"
14165,1847,1920,"Ferrari, Pio Vittorio"
14166,1842,1869,"Cairoli, Giovanni"
14167,1866,1956,"Steiner, Edward Alfred"
14168,1839,1899,"Gilbert, Frank"
14169,1866,1959,"Holland, Clive"
14170,1839,1923,"Van Alstyne, Lawrence"
14171,,,"Kentish, Thomas"
14172,1836,1911,"Bradley, Milton"
14173,1864,,"Hering, Henry Augustus"
14174,1871,1937,"Parsons, Francis"
14175,1872,,"Kyle, George A. (George Alexander)"
14176,1860,1920,"Bartholomew, J. G. (John George)"
14177,1796,1865,"Celnart, Elisabeth"
14178,1827,1916,"Nott, Charles C."
14179,1880,1941,"Martin, Everett Dean"
14180,1882,1921,"Morselli, Ercole Luigi"
14181,1872,,"Scoville, Samuel"
14182,1771,1834,"Senefelder, Alois"
14183,1846,1933,"Butler, Elizabeth (Elizabeth Southerden Thompson)"
14184,1867,1937,"Jarrell, Myra Williams"
14185,1882,1984,"Edwards, Lyford P. (Lyford Paterson)"
14186,,1931,"Somerville, Charles"
14187,1799,1831,"Greenfield, William"
14188,1851,1916,"Ross, Albert"
14189,1826,1882,"Meacham, A. B. (Alfred Benjamin)"
14190,1883,1927,"Megrue, Roi Cooper"
14191,1858,1931,"Treub, M. W. F. (Marie Willem Frederik)"
14192,,,"Wyoming Valley Woman's Club (Wilkes-Barre, Pennsylvania)"
14193,,,"Carling, John R."
14194,1875,1938,"Marie, Queen, consort of Ferdinand I, King of Romania"
14195,1867,1935,"Chandler, Walter M. (Walter Marion)"
14196,1834,1893,"Gould, Charles"
14197,,,"Clark, Walter A. (Walter Augustus)"
14198,1787,1836,"Scargill, William Pitt"
14199,1877,1930,"Williams, Alfred"
14200,1753,1815,"Nicholson, William"
14201,1908,1971,"Glasser, Allen"
14202,1908,1951,"Hilliard, A. R. (Alec Rowley)"
14203,,,"Burton, Annie Cooper"
14204,,,"Willard, Kate Livingston"
14205,1850,1927,"Crowest, Frederick James"
14206,1789,1857,"Colton, Calvin"
14207,1802,1870,"Smith, William A. (William Andrew)"
14208,,,"Haw, George"
14209,,,"Caldwell, Adelbert Farrington"
14210,,,"Ruch, Monroe K."
14211,1858,1911,"Leaming, Thomas"
14212,1857,1932,"Slatin, Rudolf Carl, Freiherr von"
14213,,,"Bishop, Giles"
14214,,,"Verdier, Phocion-Aristide-Paulin"
14215,1824,1881,"Street, George Edmund"
14216,1754,1800,"Maimon, Solomon"
14217,1874,1944,"Cutler, Frederick Morse"
14218,,,"Pepperell, William"
14219,1897,1956,"Pratt, Fletcher"
14220,,1931,"Brown, Katharine Holland"
14221,1823,1891,"Keene, Charles"
14222,1810,1895,"Forfar, William Bentinck"
14223,,,"Niendorff, John"
14224,1880,1955,"Stephenson, William B."
14225,,,"Krasinski, Valerian, Count, approximately 1780-1855"
14226,1883,1970,"Lorwin, Lewis L. (Lewis Levitzki)"
14227,,1868,"Armistead, Wilson"
14228,1841,1918,"Healy, John"
14229,1788,1864,"Roberts, Mary"
14230,1845,1879,"Proffatt, John"
14231,1660,1685,"Killigrew, Anne"
14232,,,"Smith, Everett C."
14233,,,"Curtis, Robert"
14234,1890,1952,"Hart, Helen"
14235,,,"Meigret, Louis, active 16th century"
14236,,,"Fraser, John Foster"
14237,,,"Macdonald, Frederika"
14238,1832,1916,"Echegaray, José"
14239,,,"San Martín, Bernardo Morales"
14240,1885,1962,"San José, Diego"
14241,,,"Retana, Alvaro"
14242,1885,1964,"Fernández-Flórez, Wenceslao"
14243,,,"Gamero, Gutiérrez"
14244,1856,1922,"Ortega Munilla, J. (José)"
14245,1864,1916,"Trigo, Felipe"
14246,1873,1949,"Applin, Arthur"
14247,1801,1876,"Lane, Edward William"
14248,1893,,"Casey, Patrick"
14249,,,"Casey, Terence"
14250,,,Bāṇa‏
14251,,,Bhūṣaṇabhaṭṭa
14252,,,"Barkley, Henry C."
14253,1825,1889,"Falkner, William C. (Clark)"
14254,,,"Johnson, V. E. (Valentine Edward)"
14255,1866,1914,"Gallon, Tom"
14256,1857,1919,"Hardy, William John"
14257,,,"James, Margaret Ellen"
14258,1835,1914,"Batz-Trenquelléon, Charles de"
14259,,1874,"Wilkinson, Thomas Turner"
14260,1806,1868,"Harland, John"
14261,1866,,"Vaile, P. A. (Percy Adolphus)"
